credito;codigo_ciudad;cliente_tipo_identificacion;codigo_ocupacion;descripcion_ocu
166585;25817;1;I;Independiente
231868;11001;1;J;Independiente Formal
205905;25817;1;J;Independiente Formal
157241;25817;1;;
154882;25817;1;I;Independiente
179239;25295;1;E;Empleado
196999;25817;1;T;Transportador
198813;25817;1;T;Transportador
153368;25758;1;;
154782;25126;1;I;Independiente
220370;25758;1;T;Transportador
228722;25817;1;K;Independiente Informal
227151;25817;1;F;Empleado ER
183483;25817;1;J;Independiente Formal
169684;25817;1;;
223064;25817;1;N;Comerciante
196072;25126;1;J;Independiente Formal
230001;8001;1;T;Transportador
227892;25817;1;K;Independiente Informal
170017;25899;1;T;Transportador
139465;25817;1;E;Empleado
187090;25817;1;T;Transportador
152891;25758;1;;
165684;25817;1;I;Independiente
191128;25817;1;J;Independiente Formal
213493;25843;1;F;Empleado ER
210585;25817;1;F;Empleado ER
187745;11001;1;;
230868;11001;1;H;Empleado ENR
119941;11001;1;;
214132;11001;1;J;Independiente Formal
172345;25839;1;P;Pensionado
218533;11001;1;H;Empleado ENR
217170;50287;1;N;Comerciante
235170;11001;1;K;Independiente Informal
197257;25297;1;I;Independiente
192749;11001;1;T;Transportador
199607;11001;1;N;Comerciante
181852;11001;1;K;Independiente Informal
221073;11001;1;H;Empleado ENR
180220;50573;1;H;Empleado ENR
136055;25754;1;E;Empleado
171659;11001;1;;
131872;11001;1;;
183536;25293;1;;
206837;25754;1;T;Transportador
236915;25841;1;C;Agricultor
235745;11001;1;P;Pensionado
190761;11001;1;;
199384;13001;1;F;Empleado ER
233846;11001;1;J;Independiente Formal
201210;11001;1;J;Independiente Formal
174805;25841;1;T;Transportador
219765;11001;1;H;Empleado ENR
141677;25841;1;I;Independiente
164591;11001;1;T;Transportador
186857;11001;1;;
142641;25841;1;E;Empleado
171190;25181;1;I;Independiente
212898;11001;1;F;Empleado ER
161672;11001;1;I;Independiente
211495;11001;1;F;Empleado ER
178885;25175;1;J;Independiente Formal
220561;25843;1;T;Transportador
117541;25175;1;I;Independiente
159612;11001;1;I;Independiente
139071;25288;1;E;Empleado
119396;11001;1;;
173967;11001;1;;
232509;11001;1;K;Independiente Informal
175205;11001;1;K;Independiente Informal
209161;11001;1;J;Independiente Formal
221750;25845;1;C;Agricultor
201928;25295;1;R;Rentista de Capital
178556;11001;1;;
138439;11001;1;P;Pensionado
225429;50001;1;R;Rentista de Capital
187949;11001;1;K;Independiente Informal
192786;11001;1;;
214211;50001;1;P;Pensionado
122571;11001;1;;
193732;11001;1;J;Independiente Formal
145527;11001;1;F;Empleado ER
87946;25769;1;I;Independiente
157850;11001;1;I;Independiente
187506;11001;1;F;Empleado ER
207458;11001;1;E;Empleado
237237;11001;1;R;Rentista de Capital
214639;25799;1;T;Transportador
211758;25799;1;K;Independiente Informal
164083;25799;1;E;Empleado
208653;25799;1;J;Independiente Formal
156478;11001;1;I;Independiente
191062;11001;1;P;Pensionado
32045;11001;1;E;Empleado
173550;11001;1;T;Transportador
202574;11001;1;R;Rentista de Capital
198101;50001;1;H;Empleado ENR
207630;11001;1;H;Empleado ENR
187247;11001;1;I;Independiente
203289;11001;1;T;Transportador
152227;11001;1;E;Empleado
222236;15861;1;N;Comerciante
184944;11001;1;;
91053;11007;1;I;Independiente
157607;11001;1;P;Pensionado
205118;25851;1;N;Comerciante
179362;11001;1;;
193311;25398;1;J;Independiente Formal
158473;11001;1;I;Independiente
189897;11001;1;;
189421;11001;1;;
183961;11001;1;J;Independiente Formal
221907;11001;1;J;Independiente Formal
187592;11001;1;T;Transportador
197353;11001;1;T;Transportador
156420;11001;1;;
216201;25873;1;J;Independiente Formal
204394;25841;1;J;Independiente Formal
187779;11001;1;T;Transportador
156693;25873;1;I;Independiente
197411;11001;1;J;Independiente Formal
196041;25873;1;J;Independiente Formal
179839;25290;1;J;Independiente Formal
218971;25873;1;G;Ganadero
41953;11001;1;I;Independiente
125121;11001;1;P;Pensionado
207573;50287;1;J;Independiente Formal
121496;11001;1;I;Independiente
145202;11001;1;I;Independiente
192995;50001;1;F;Empleado ER
49374;25245;1;;
169748;11001;1;I;Independiente
237252;11001;1;T;Transportador
157482;25245;1;;
160580;11001;1;I;Independiente
200508;25645;1;J;Independiente Formal
231559;11001;1;K;Independiente Informal
201414;11001;1;K;Independiente Informal
182480;11001;1;P;Pensionado
187540;25754;1;T;Transportador
190158;11001;1;;
219395;50573;1;T;Transportador
71056;11001;1;I;Independiente
230912;15790;1;K;Independiente Informal
160453;11001;1;I;Independiente
162185;11001;1;I;Independiente
151117;50400;1;;
178215;11001;1;E;Empleado
189579;25885;1;J;Independiente Formal
230487;11001;1;T;Transportador
187385;25754;1;K;Independiente Informal
213234;25269;1;R;Rentista de Capital
233021;25430;1;T;Transportador
203429;25473;1;T;Transportador
218493;25286;1;J;Independiente Formal
118472;54001;1;E;Empleado
173820;25245;1;T;Transportador
176924;50001;1;J;Independiente Formal
172469;85001;1;J;Independiente Formal
202544;50226;1;G;Ganadero
202422;50001;1;J;Independiente Formal
235530;50001;1;T;Transportador
200601;11001;1;I;Independiente
158429;50226;1;I;Independiente
228192;11001;1;N;Comerciante
144775;11001;1;;
127111;50606;1;;
159314;11001;1;E;Empleado
138475;50606;1;;
193375;50001;1;T;Transportador
236089;50006;1;H;Empleado ENR
190297;50606;1;J;Independiente Formal
189638;50001;1;J;Independiente Formal
207305;50001;1;N;Comerciante
212919;50001;1;F;Empleado ER
220471;85440;1;H;Empleado ENR
205044;85001;1;J;Independiente Formal
227126;50001;1;H;Empleado ENR
210157;50001;1;K;Independiente Informal
217098;50001;1;J;Independiente Formal
224632;50318;1;P;Pensionado
214129;50001;1;F;Empleado ER
161637;11001;1;T;Transportador
138175;11001;1;P;Pensionado
181698;25290;1;T;Transportador
164625;11001;1;;
57058;11001;1;E;Empleado
223301;5001;1;F;Empleado ER
194306;5266;1;;
176795;5266;1;J;Independiente Formal
112196;5001;1;P;Pensionado
194663;11001;1;;
227662;5001;1;J;Independiente Formal
159760;76001;1;I;Independiente
160594;5001;1;I;Independiente
226905;5308;1;J;Independiente Formal
225962;5001;1;P;Pensionado
180744;5001;1;I;Independiente
235928;5631;1;T;Transportador
169381;5001;1;J;Independiente Formal
165910;5001;1;E;Empleado
182910;5001;1;J;Independiente Formal
196509;5088;1;E;Empleado
187418;5088;1;;
183981;5001;1;;
234412;5001;1;T;Transportador
194844;5088;1;P;Pensionado
228019;5001;1;J;Independiente Formal
182870;76001;1;J;Independiente Formal
220321;5001;1;J;Independiente Formal
195677;11001;1;J;Independiente Formal
165743;5001;1;E;Empleado
216764;5001;1;J;Independiente Formal
177802;11001;1;;
189405;13001;1;T;Transportador
223869;5001;1;F;Empleado ER
220540;5001;1;T;Transportador
222817;5308;1;N;Comerciante
222006;5642;1;J;Independiente Formal
188721;5670;1;;
186157;5001;1;J;Independiente Formal
172417;5631;1;I;Independiente
167367;8001;1;I;Independiente
179467;5001;1;;
213656;5893;1;J;Independiente Formal
226449;5001;1;T;Transportador
217378;5642;1;T;Transportador
109631;5001;1;I;Independiente
227626;15759;1;J;Independiente Formal
207794;68190;1;F;Empleado ER
223134;5887;1;F;Empleado ER
186149;5686;1;R;Rentista de Capital
184682;11001;1;N;Comerciante
218326;8001;1;G;Ganadero
199349;5001;1;I;Independiente
214031;5001;1;J;Independiente Formal
167843;50313;1;R;Rentista de Capital
224552;5001;1;K;Independiente Informal
214153;5001;1;J;Independiente Formal
140737;76364;1;I;Independiente
235763;8001;1;J;Independiente Formal
147438;11001;1;;
115002;8758;1;E;Empleado
194322;11001;1;K;Independiente Informal
204694;8001;1;O;Contratista
190996;8296;1;F;Empleado ER
187142;8001;1;P;Pensionado
171085;8372;1;;
187318;8001;1;F;Empleado ER
219069;47001;1;J;Independiente Formal
225838;8436;1;F;Empleado ER
168941;8001;1;G;Ganadero
165089;8001;1;;
191670;8573;1;F;Empleado ER
220183;8001;1;J;Independiente Formal
226784;8573;1;J;Independiente Formal
232966;8001;1;F;Empleado ER
186085;11001;1;T;Transportador
231314;8634;1;R;Rentista de Capital
216268;8758;1;R;Rentista de Capital
118932;11001;1;;
193681;8685;1;T;Transportador
136996;8001;1;E;Empleado
225472;68001;1;I;Independiente
228341;8001;1;J;Independiente Formal
139642;13001;1;;
178501;8001;1;E;Empleado
231884;13001;1;J;Independiente Formal
176181;13001;1;J;Independiente Formal
161497;13001;1;I;Independiente
101173;13001;1;E;Empleado
207757;68081;1;T;Transportador
164295;13836;1;;
234854;13001;1;J;Independiente Formal
159761;8001;1;E;Empleado
148140;5088;1;I;Independiente
163032;13001;1;I;Independiente
205056;68001;1;J;Independiente Formal
217816;13001;1;T;Transportador
147427;13001;1;E;Empleado
223173;13683;1;T;Transportador
143065;68001;1;P;Pensionado
212193;68276;1;J;Independiente Formal
192119;11001;1;K;Independiente Informal
173805;11001;1;;
172045;11001;1;H;Empleado ENR
210089;15001;1;J;Independiente Formal
234094;15001;1;T;Transportador
230775;15764;1;T;Transportador
137039;11001;1;E;Empleado
203757;11001;1;T;Transportador
191156;11001;1;T;Transportador
128211;11001;1;;
179432;11001;1;K;Independiente Informal
192156;11001;1;T;Transportador
134173;11001;1;;
176439;50001;1;G;Ganadero
233099;11001;1;N;Comerciante
232601;11001;1;R;Rentista de Capital
201140;11001;1;T;Transportador
179020;11001;1;K;Independiente Informal
232096;11001;1;T;Transportador
165206;11001;1;I;Independiente
233059;25754;1;H;Empleado ENR
211979;11001;1;T;Transportador
224205;11001;1;J;Independiente Formal
228885;11001;1;J;Independiente Formal
164346;11001;1;I;Independiente
176943;11001;1;T;Transportador
183734;25430;1;J;Independiente Formal
234043;11001;1;H;Empleado ENR
228381;66170;1;C;Agricultor
200907;11001;1;P;Pensionado
211919;50001;1;T;Transportador
196177;11001;1;H;Empleado ENR
155453;11001;1;I;Independiente
182722;15097;1;;
209618;15299;1;F;Empleado ER
153779;11001;1;I;Independiente
227196;11001;1;R;Rentista de Capital
146673;11001;1;I;Independiente
161013;11001;1;I;Independiente
200498;11001;1;T;Transportador
235633;15673;1;K;Independiente Informal
209816;50001;1;F;Empleado ER
163308;11001;1;T;Transportador
209897;15097;1;T;Transportador
183472;11001;1;;
211914;11001;1;K;Independiente Informal
222835;11001;1;J;Independiente Formal
235880;11001;1;F;Empleado ER
233848;15106;1;T;Transportador
209957;11001;1;J;Independiente Formal
143261;11001;1;;
229818;25126;1;J;Independiente Formal
198204;11001;1;K;Independiente Informal
205999;25269;1;R;Rentista de Capital
233771;11001;1;F;Empleado ER
235729;85001;1;K;Independiente Informal
183803;25126;1;T;Transportador
231803;15176;1;F;Empleado ER
179187;11001;1;;
162760;25754;1;;
173760;85440;1;G;Ganadero
212328;11001;1;G;Ganadero
193326;25290;1;K;Independiente Informal
170117;25799;1;T;Transportador
147615;8001;1;E;Empleado
146022;11001;1;E;Empleado
168210;15001;1;I;Independiente
128505;11001;1;;
148638;25899;1;I;Independiente
153687;11001;1;J;Independiente Formal
202369;11001;1;R;Rentista de Capital
191775;25430;1;T;Transportador
173397;11001;1;T;Transportador
208219;15001;1;C;Agricultor
231556;15001;1;J;Independiente Formal
230791;11001;1;T;Transportador
187276;11001;1;J;Independiente Formal
182221;15001;1;;
220497;11001;1;J;Independiente Formal
182857;15238;1;F;Empleado ER
164024;15759;1;I;Independiente
161213;50001;1;;
224575;11001;1;F;Empleado ER
191734;11001;1;;
231605;11001;1;K;Independiente Informal
223810;15759;1;J;Independiente Formal
236205;15514;1;T;Transportador
183457;11001;1;J;Independiente Formal
185176;11001;1;J;Independiente Formal
188351;11001;1;;
234472;11001;1;K;Independiente Informal
157492;11001;1;;
192476;25817;1;P;Pensionado
167409;11001;1;;
142734;85162;1;I;Independiente
186958;50001;1;P;Pensionado
122300;11001;1;;
212028;25260;1;O;Contratista
186251;11001;1;T;Transportador
160120;11001;1;I;Independiente
206774;15001;1;T;Transportador
191114;15407;1;J;Independiente Formal
190220;11001;1;;
197860;15232;1;C;Agricultor
221591;11001;1;J;Independiente Formal
176393;25295;1;;
217336;11001;1;R;Rentista de Capital
175983;50568;1;J;Independiente Formal
222469;11001;1;T;Transportador
132146;11001;1;;
123641;11001;1;;
150969;11001;1;I;Independiente
194212;25899;1;;
183809;25754;1;;
180024;25754;1;K;Independiente Informal
177947;15238;1;H;Empleado ENR
198840;25312;1;R;Rentista de Capital
160555;11001;1;I;Independiente
140530;68276;1;I;Independiente
108759;11001;1;E;Empleado
177394;11001;1;;
215735;11001;1;T;Transportador
151441;11001;1;E;Empleado
191139;15244;1;J;Independiente Formal
221715;15244;1;T;Transportador
234001;11001;1;T;Transportador
161769;11001;1;E;Empleado
216738;25754;1;T;Transportador
167576;68001;1;H;Empleado ENR
226283;11001;1;J;Independiente Formal
207640;50568;1;J;Independiente Formal
184145;68077;1;J;Independiente Formal
221081;15272;1;H;Empleado ENR
193176;11001;1;J;Independiente Formal
200992;11001;1;H;Empleado ENR
136710;11001;1;;
235333;25817;1;P;Pensionado
148816;11001;1;;
177744;11001;1;;
219048;15001;1;P;Pensionado
88786;11001;1;;
234898;11001;1;J;Independiente Formal
137226;11001;1;;
228194;15296;1;J;Independiente Formal
194531;11001;1;I;Independiente
170872;25438;1;I;Independiente
190271;11001;1;J;Independiente Formal
201831;25175;1;N;Comerciante
49032;11001;1;E;Empleado
217797;11001;1;N;Comerciante
226281;11001;1;K;Independiente Informal
209262;11001;1;J;Independiente Formal
196321;11001;1;J;Independiente Formal
201453;11001;1;K;Independiente Informal
209179;11001;1;J;Independiente Formal
167268;25286;1;E;Empleado
213499;25817;1;F;Empleado ER
164190;15332;1;I;Independiente
232422;68001;1;F;Empleado ER
77456;11001;1;I;Independiente
234227;11001;1;P;Pensionado
184798;25295;1;J;Independiente Formal
226501;15759;1;T;Transportador
152653;25758;1;E;Empleado
203317;11001;1;I;Independiente
162834;11001;1;I;Independiente
121516;25286;1;I;Independiente
183609;25740;1;T;Transportador
189554;11001;1;T;Transportador
206724;11001;1;N;Comerciante
188340;11001;1;T;Transportador
168446;11001;1;F;Empleado ER
232692;25486;1;K;Independiente Informal
140355;11001;1;;
185852;11001;1;;
193829;25486;1;J;Independiente Formal
235814;15755;1;N;Comerciante
210407;85001;1;G;Ganadero
173592;15759;1;I;Independiente
194747;11001;1;T;Transportador
167386;11001;1;H;Empleado ENR
191664;11001;1;K;Independiente Informal
138881;11001;1;I;Independiente
231156;15808;1;J;Independiente Formal
198116;15407;1;C;Agricultor
172416;11001;1;E;Empleado
201689;11001;1;R;Rentista de Capital
185044;50150;1;;
229377;68861;1;F;Empleado ER
221581;50568;1;F;Empleado ER
45261;15176;1;;
213511;11001;1;K;Independiente Informal
211584;25430;1;K;Independiente Informal
212657;25286;1;K;Independiente Informal
171410;15176;1;K;Independiente Informal
196559;25754;1;J;Independiente Formal
199589;25754;1;K;Independiente Informal
188501;15001;1;G;Ganadero
189225;11001;1;R;Rentista de Capital
199883;15455;1;K;Independiente Informal
204827;50001;1;J;Independiente Formal
186355;11001;1;T;Transportador
234558;85010;1;G;Ganadero
137913;11001;1;P;Pensionado
177846;15238;1;;
216380;11001;1;F;Empleado ER
140763;85001;1;;
165648;11001;1;;
134053;11001;1;;
168037;11001;1;;
200212;11001;1;R;Rentista de Capital
236146;15469;1;J;Independiente Formal
155151;11001;1;;
178767;11001;1;R;Rentista de Capital
164156;11001;1;J;Independiente Formal
44174;11001;1;;
230632;11001;1;J;Independiente Formal
46130;11001;1;;
186119;85125;1;J;Independiente Formal
198175;15491;1;J;Independiente Formal
178643;11001;1;I;Independiente
205945;15491;1;F;Empleado ER
195163;25769;1;F;Empleado ER
211573;11001;1;J;Independiente Formal
147489;11001;1;E;Empleado
195313;15861;1;N;Comerciante
201415;25769;1;T;Transportador
200326;11001;1;K;Independiente Informal
188820;11001;1;J;Independiente Formal
196165;11001;1;K;Independiente Informal
175329;85225;1;C;Agricultor
179617;11001;1;;
174441;11001;1;;
170580;11001;1;F;Empleado ER
203301;50001;1;T;Transportador
236783;11001;1;J;Independiente Formal
192121;25260;1;N;Comerciante
236252;25286;1;T;Transportador
126727;11007;1;E;Empleado
154251;11001;1;;
175365;11001;1;H;Empleado ENR
202268;15516;1;R;Rentista de Capital
155873;11001;1;E;Empleado
200655;15516;1;F;Empleado ER
181637;15759;1;;
154575;11001;1;;
229888;11001;1;H;Empleado ENR
138309;25758;1;I;Independiente
172832;11001;1;N;Comerciante
228140;11001;1;T;Transportador
155484;11001;1;I;Independiente
220330;11001;1;H;Empleado ENR
187613;11001;1;T;Transportador
210647;11001;1;F;Empleado ER
193549;11001;1;;
156332;25175;1;I;Independiente
207965;11001;1;J;Independiente Formal
140222;11001;1;E;Empleado
194771;25473;1;E;Empleado
187590;11001;1;T;Transportador
157766;11001;1;E;Empleado
197132;25754;1;T;Transportador
162681;15759;1;E;Empleado
224614;11001;1;K;Independiente Informal
198803;11001;1;R;Rentista de Capital
198485;15822;1;C;Agricultor
160639;11001;1;;
235952;15759;1;T;Transportador
125168;11001;1;;
131596;11001;1;;
207447;11001;1;T;Transportador
227683;11001;1;J;Independiente Formal
214789;11001;1;T;Transportador
196452;50001;1;G;Ganadero
154487;50680;1;I;Independiente
213611;85001;1;T;Transportador
158763;11001;1;I;Independiente
172795;15104;1;C;Agricultor
156412;11001;1;;
177505;25769;1;J;Independiente Formal
222335;15759;1;T;Transportador
195266;15759;1;T;Transportador
229182;25473;1;J;Independiente Formal
226787;15047;1;C;Agricultor
202577;15047;1;C;Agricultor
195876;85001;1;N;Comerciante
187404;25473;1;T;Transportador
212162;15599;1;J;Independiente Formal
223695;11001;1;H;Empleado ENR
144556;11001;1;I;Independiente
235844;25286;1;J;Independiente Formal
185869;11001;1;T;Transportador
205472;15600;1;K;Independiente Informal
198980;25473;1;T;Transportador
223629;15600;1;K;Independiente Informal
214025;15600;1;K;Independiente Informal
158078;11001;1;I;Independiente
78536;11001;1;I;Independiente
186775;11001;1;P;Pensionado
150789;25899;1;I;Independiente
219516;15638;1;U;Universitario
167940;11001;1;E;Empleado
234550;15638;1;T;Transportador
201709;11001;1;K;Independiente Informal
200604;15646;1;T;Transportador
198956;15646;1;T;Transportador
237075;15646;1;K;Independiente Informal
176212;11001;1;F;Empleado ER
183656;11001;1;J;Independiente Formal
220058;11001;1;T;Transportador
225571;25754;1;K;Independiente Informal
121443;11001;1;;
220044;11001;1;J;Independiente Formal
213768;15001;1;J;Independiente Formal
181941;11001;1;I;Independiente
155415;11001;1;P;Pensionado
214207;85001;1;N;Comerciante
228995;11001;1;K;Independiente Informal
127400;11001;1;;
184502;11001;1;R;Rentista de Capital
116477;11001;1;;
